id_penjualan, barang
1,PERMEN JAHE
4,BENG2 DOUBLE COK CARAMEL 22G
1,AQUA 600ML
3,AQUA PRIMA 1500 ML
2,GAGA MI 100 GRG PEDAS 88 GR
3,TOP TRIPLE CHOC 20GR
1,TANGO WAFER SUSU VANILA 32G
4,ROKOK DJARUM SUPER MLD 20
2,PERMEN JAHE
5,PERMEN JAHE
